"","pref_hiring_women","pref_hiring_blacks","racial_quotas_sports","redistribute_blacks","first_daughter","age","abortion_defect","abortion_income","race","sex","survey","anc_support","how_many_kids","how_many_daughters","benchwgt","prov","geotype","any_daughters","urban","black","white","coloured","indian","pref_hiring_women2","pref_hiring_blacks2","racial_quotas_sports2","redistribute_blacks2","pref_hiring_binary","abortion_defect_binary","abortion_income_binary"
"8222","agree","agree","agree","agree",1,52,"wrong only sometimes","wrong only sometimes","indian or asian",1,"sas09",0,3,3,6136.46933763315,"ec","urban,formal",1,1,0,0,0,1,"agree","agree","agree","agree",1,1,1
"8232","neither nor","agree","strongly agree","neither nor",0,48,"always wrong","not wrong at all","coloured",1,"sas09",0,2,0,3870.99649086506,"ec","urban,formal",0,1,0,0,1,0,"neither agree nor disagree","agree","strongly agree","neither agree nor disagree",0,0,1
"8242","agree","agree","strongly agree","neither nor",1,47,"dk","not wrong at all","coloured",1,"sas09",0,2,2,1935.49824543253,"ec","urban,formal",1,1,0,0,1,0,"agree","agree","strongly agree","neither agree nor disagree",1,0,1
"8252","strongly agree","agree","agree","agree",0,53,"wrong only sometimes","wrong only sometimes","coloured",1,"sas09",1,4,1,4895.59648323619,"ec","urban,formal",1,1,0,0,1,0,"strongly agree","agree","agree","agree",1,1,1
"8262","agree","agree","agree","agree",1,78,"almost always wrong","almost always wrong","coloured",1,"sas09",0,2,2,2937.35788994171,"ec","urban,formal",1,1,0,0,1,0,"agree","agree","agree","agree",1,0,0
"8272","neither nor","neither nor","neither nor","do not know",0,38,"not wrong at all","always wrong","coloured",1,"sas09",0,3,1,1958.23859329448,"ec","urban,formal",1,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,1,0
"8282","agree","neither nor","do not know","do not know",0,39,"not wrong at all","always wrong","coloured",1,"sas09",1,4,2,4895.59648323619,"ec","urban,formal",1,1,0,0,1,0,"agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",1,1,0
"8302","agree","disagree","agree","agree",1,59,"always wrong","always wrong","coloured",0,"sas09",0,3,2,5194.68268165263,"ec","urban,formal",1,1,0,0,1,0,"agree","disagree","agree","agree",1,0,0
"8313","disagree","disagree","agree","agree",1,28,"always wrong","always wrong","coloured",1,"sas09",0,2,1,1958.23859329448,"ec","urban,formal",1,1,0,0,1,0,"disagree","disagree","agree","agree",0,0,0
"8322","neither nor","neither nor","neither nor","do not know",0,40,"always wrong","always wrong","coloured",0,"sas09",0,2,1,3199.81950353466,"ec","urban,formal",1,1,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,0,0
"8332","agree","agree","neither nor","agree",1,25,"not wrong at all","always wrong","black african",1,"sas09",1,1,1,1715.22605544096,"ec","urban,formal",1,1,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,1,0
"8352","disagree","neither nor","agree","disagree",0,37,"always wrong","always wrong","coloured",0,"sas09",0,2,1,3199.81950353466,"ec","urban,formal",1,1,0,0,1,0,"disagree","neither agree nor disagree","agree","disagree",0,0,0
"8372","agree","agree","agree","agree",0,45,"always wrong","always wrong","indian or asian",0,"sas09",1,1,0,4252.90861369593,"ec","urban,formal",0,1,0,0,0,1,"agree","agree","agree","agree",1,0,0
"8392","strongly agree","agree","agree","agree",0,39,"always wrong","always wrong","black african",1,"sas09",1,2,1,6217.77967895234,"ec","urban,informal",1,0,1,0,0,0,"strongly agree","agree","agree","agree",1,0,0
"8402","agree","agree","strongly agree","strongly agree",0,26,"always wrong","always wrong","black african",1,"sas09",1,1,0,8290.37290526979,"ec","urban,informal",0,0,1,0,0,0,"agree","agree","strongly agree","strongly agree",1,0,0
"8432","neither nor","neither nor","neither nor","neither nor",1,62,"always wrong","always wrong","black african",1,"sas09",1,4,3,14508.1525842221,"ec","urban,informal",1,0,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,0,0
"8442","agree","agree","agree","agree",1,50,"always wrong","always wrong","black african",1,"sas09",1,3,1,10362.9661315872,"ec","urban,informal",1,0,1,0,0,0,"agree","agree","agree","agree",1,0,0
"8452","strongly agree","strongly agree","agree","strongly agree",0,52,"always wrong","always wrong","black african",0,"sas09",1,5,1,17858.2261923185,"ec","urban,informal",1,0,1,0,0,0,"strongly agree","strongly agree","agree","strongly agree",1,0,0
"8462","strongly agree","strongly agree","agree","agree",1,22,"not wrong at all","always wrong","black african",1,"sas09",0,2,1,25292.3941799353,"ec","urban,formal",1,1,1,0,0,0,"strongly agree","strongly agree","agree","agree",1,1,0
"8472","strongly agree","strongly agree","agree","agree",1,52,"always wrong","always wrong","black african",1,"sas09",1,2,1,20233.9153439483,"ec","urban,formal",1,1,1,0,0,0,"strongly agree","strongly agree","agree","agree",1,0,0
"8492","agree","agree","do not know","agree",0,41,"always wrong","always wrong","black african",1,"sas09",1,2,0,10116.9576719741,"ec","urban,formal",0,1,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"8502","agree","agree","neither nor","strongly agree",0,56,"always wrong","always wrong","black african",1,"sas09",1,1,0,10116.9576719741,"ec","urban,formal",0,1,1,0,0,0,"agree","agree","neither agree nor disagree","strongly agree",1,0,0
"8513","neither nor","neither nor","agree","agree",0,41,"wrong only sometimes","always wrong","black african",0,"sas09",1,1,0,17434.2863027918,"ec","urban,formal",0,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","agree","agree",0,1,0
"8522","agree","neither nor","agree","strongly agree",1,44,"always wrong","always wrong","black african",1,"sas09",0,1,1,25292.3941799353,"ec","urban,formal",1,1,1,0,0,0,"agree","neither agree nor disagree","agree","strongly agree",1,0,0
"8572","strongly agree","agree","agree","strongly agree",1,64,"always wrong","always wrong","black african",0,"sas09",1,1,1,34656.2012711944,"ec","urban,formal",1,1,1,0,0,0,"strongly agree","agree","agree","strongly agree",1,0,0
"8642","strongly agree","strongly agree","disagree","agree",0,30,"always wrong","always wrong","black african",1,"sas09",0,1,0,1710.22554514992,"ec","urban,formal",0,1,1,0,0,0,"strongly agree","strongly agree","disagree","agree",1,0,0
"8672","agree","agree","agree","agree",1,40,"not wrong at all","not wrong at all","black african",1,"sas09",1,3,1,6229.35122922335,"ec","urban,informal",1,0,1,0,0,0,"agree","agree","agree","agree",1,1,1
"8682","agree","strongly agree","agree","strongly agree",0,32,"always wrong","always wrong","black african",1,"sas09",1,3,2,4152.90081948223,"ec","urban,informal",1,0,1,0,0,0,"agree","strongly agree","agree","strongly agree",1,0,0
"8702","neither nor","neither nor","disagree","strongly agree",0,49,"not wrong at all","not wrong at all","black african",1,"sas09",1,3,1,2076.45040974112,"ec","urban,informal",1,0,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","disagree","strongly agree",0,1,1
"8722","disagree","agree","agree","agree",0,26,"wrong only sometimes","wrong only sometimes","black african",1,"sas09",1,1,0,6229.35122922335,"ec","urban,informal",0,0,1,0,0,0,"disagree","agree","agree","agree",0,1,1
"8732","agree","agree","neither nor","neither nor",0,51,"wrong only sometimes","wrong only sometimes","black african",0,"sas09",1,4,0,21469.7533255045,"ec","urban,informal",0,0,1,0,0,0,"agree","agree","neither agree nor disagree","neither agree nor disagree",1,1,1
"8752","agree","neither nor","neither nor","agree",1,36,"wrong only sometimes","wrong only sometimes","black african",1,"sas09",0,1,1,858.00725488058,"ec","urban,formal",1,1,1,0,0,0,"agree","neither agree nor disagree","neither agree nor disagree","agree",1,1,1
"8772","agree","agree","do not know","agree",1,58,"dk","always wrong","black african",1,"sas09",1,1,1,1716.01450976116,"ec","urban,formal",1,1,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"8813","neither nor","neither nor","neither nor","agree",1,41,"almost always wrong","almost always wrong","white",1,"sas09",0,2,2,7056.41559378048,"ec","urban,formal",1,1,0,1,0,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","agree",0,0,0
"8902","strongly disagree","strongly disagree","strongly disagree","disagree",0,40,"not wrong at all","wrong only sometimes","coloured",0,"sas09",0,1,0,3545.97748625374,"nc","urban,formal",0,1,0,0,1,0,"strongly disagree","strongly disagree","strongly disagree","disagree",0,1,1
"8922","agree","agree","neither nor","neither nor",0,37,"wrong only sometimes","wrong only sometimes","coloured",1,"sas09",0,2,1,2005.08973985865,"nc","urban,formal",1,1,0,0,1,0,"agree","agree","neither agree nor disagree","neither agree nor disagree",1,1,1
"8932","agree","agree","neither nor","strongly agree",1,24,"not wrong at all","always wrong","coloured",1,"sas09",0,1,1,7017.81408950527,"nc","urban,formal",1,1,0,0,1,0,"agree","agree","neither agree nor disagree","strongly agree",1,1,0
"8942","strongly disagree","strongly disagree","strongly disagree","neither nor",0,53,"wrong only sometimes","always wrong","white",0,"sas09",0,1,0,1549.78426202761,"nc","urban,formal",0,1,0,1,0,0,"strongly disagree","strongly disagree","strongly disagree","neither agree nor disagree",0,1,0
"8952","neither nor","disagree","disagree","neither nor",1,39,"wrong only sometimes","always wrong","coloured",1,"sas09",1,1,1,713.845421923942,"nc","urban,formal",1,1,0,0,1,0,"neither agree nor disagree","disagree","disagree","neither agree nor disagree",0,1,0
"8992","agree","agree","neither nor","agree",1,63,"not wrong at all","always wrong","coloured",0,"sas09",0,3,3,1262.4271844242,"nc","urban,formal",1,1,0,0,1,0,"agree","agree","neither agree nor disagree","agree",1,1,0
"9013","agree","disagree","strongly disagree","disagree",0,23,"always wrong","always wrong","coloured",0,"sas09",0,1,0,7248.39515572455,"nc","urban,formal",0,1,0,0,1,0,"agree","disagree","strongly disagree","disagree",1,0,0
"9022","disagree","agree","disagree","neither nor",1,34,"wrong only sometimes","always wrong","coloured",0,"sas09",0,2,2,3624.19757786227,"nc","urban,formal",1,1,0,0,1,0,"disagree","agree","disagree","neither agree nor disagree",0,1,0
"9062","agree","agree","agree","strongly agree",0,40,"not wrong at all","always wrong","coloured",0,"sas09",1,1,0,1892.07891903803,"nc","urban,formal",0,1,0,0,1,0,"agree","agree","agree","strongly agree",1,1,0
"9082","agree","agree","neither nor","agree",0,24,"not wrong at all","always wrong","coloured",1,"sas09",0,1,0,1783.14162186728,"nc","urban,formal",0,1,0,0,1,0,"agree","agree","neither agree nor disagree","agree",1,1,0
"9092","strongly disagree","strongly disagree","disagree","strongly disagree",0,43,"not wrong at all","not wrong at all","white",1,"sas09",0,1,0,1693.04841601551,"nc","urban,formal",0,1,0,1,0,0,"strongly disagree","strongly disagree","disagree","strongly disagree",0,1,1
"9103","disagree","disagree","disagree","disagree",1,36,"not wrong at all","almost always wrong","white",1,"sas09",0,2,1,1693.04841601551,"nc","urban,formal",1,1,0,1,0,0,"disagree","disagree","disagree","disagree",0,1,0
"9113","strongly agree","strongly disagree","strongly agree","strongly agree",0,39,"not wrong at all","always wrong","black african",1,"sas09",1,2,1,338.075638047671,"nc","urban,formal",1,1,1,0,0,0,"strongly agree","strongly disagree","strongly agree","strongly agree",1,1,0
"9122","do not know","do not know","agree","disagree",0,44,"almost always wrong","always wrong","coloured",1,"sas09",0,1,0,3206.02804858808,"nc","rural,formal",0,0,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","agree","disagree",0,0,0
"9132","neither nor","disagree","strongly disagree","neither nor",1,43,"not wrong at all","always wrong","white",0,"sas09",0,2,1,4640.26866388849,"nc","rural,formal",1,0,0,1,0,0,"neither agree nor disagree","disagree","strongly disagree","neither agree nor disagree",0,1,0
"9142","agree","agree","do not know","agree",0,30,"not wrong at all","always wrong","coloured",0,"sas09",0,2,0,3779.88178603676,"nc","rural,formal",0,0,0,0,1,0,"agree","agree","neither agree nor disagree","agree",1,1,0
"9152","agree","agree","do not know","agree",1,62,"always wrong","always wrong","black african",1,"sas09",0,1,1,2026.16170028814,"nc","rural,formal",1,0,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"9182","neither nor","agree","neither nor","agree",0,36,"not wrong at all","always wrong","black african",1,"sas09",0,2,1,1168.23311972556,"nc","urban,formal",1,1,1,0,0,0,"neither agree nor disagree","agree","neither agree nor disagree","agree",0,1,0
"9192","agree","agree","disagree","neither nor",1,30,"wrong only sometimes","almost always wrong","black african",1,"sas09",1,3,2,584.116559862782,"nc","urban,formal",1,1,1,0,0,0,"agree","agree","disagree","neither agree nor disagree",1,1,0
"9242","disagree","disagree","disagree","strongly agree",1,49,"wrong only sometimes","always wrong","coloured",0,"sas09",1,2,1,1634.53751882226,"nc","urban,formal",1,1,0,0,1,0,"disagree","disagree","disagree","strongly agree",0,1,0
"9252","disagree","disagree","agree","do not know",0,22,"wrong only sometimes","always wrong","coloured",1,"sas09",1,2,1,4333.68099090675,"nc","urban,formal",1,1,0,0,1,0,"disagree","disagree","agree","neither agree nor disagree",0,1,0
"9262","strongly agree","agree","agree","agree",0,25,"not wrong at all","always wrong","black african",0,"sas09",0,1,0,2831.84327615299,"nc","urban,formal",0,1,1,0,0,0,"strongly agree","agree","agree","agree",1,1,0
"9272","agree","agree","agree","disagree",1,60,"not wrong at all","always wrong","black african",1,"sas09",1,2,2,2464.93932079543,"nc","urban,formal",1,1,1,0,0,0,"agree","agree","agree","disagree",1,1,0
"9282","agree","agree","neither nor","agree",0,64,"not wrong at all","always wrong","coloured",1,"sas09",0,2,0,4333.68099090675,"nc","urban,formal",0,1,0,0,1,0,"agree","agree","neither agree nor disagree","agree",1,1,0
"9302","neither nor","agree","neither nor","strongly agree",1,52,"not wrong at all","always wrong","coloured",1,"sas09",1,6,5,2600.20859454405,"nc","urban,formal",1,1,0,0,1,0,"neither agree nor disagree","agree","neither agree nor disagree","strongly agree",0,1,0
"9313","agree","agree","agree","agree",1,41,"not wrong at all","always wrong","coloured",0,"sas09",0,3,2,4598.43814096154,"nc","urban,formal",1,1,0,0,1,0,"agree","agree","agree","agree",1,1,0
"9332","agree","agree","agree","agree",1,29,"almost always wrong","always wrong","coloured",1,"sas09",0,2,1,2023.96497947539,"nc","urban,formal",1,1,0,0,1,0,"agree","agree","agree","agree",1,0,0
"9352","agree","agree","agree","agree",0,41,"always wrong","always wrong","black african",1,"sas09",0,3,0,1918.67332193656,"nc","urban,formal",0,1,1,0,0,0,"agree","agree","agree","agree",1,0,0
"9372","agree","agree","strongly agree","agree",0,43,"not wrong at all","always wrong","coloured",1,"sas09",1,1,0,3035.94746921309,"nc","urban,formal",0,1,0,0,1,0,"agree","agree","strongly agree","agree",1,1,0
"9382","agree","agree","agree","neither nor",1,43,"always wrong","always wrong","black african",1,"sas09",1,3,3,3338.18152016844,"nc","urban,formal",1,1,1,0,0,0,"agree","agree","agree","neither agree nor disagree",1,0,0
"9402","strongly agree","strongly agree","strongly agree","strongly agree",0,28,"not wrong at all","not wrong at all","coloured",0,"sas09",1,2,1,3113.75235371757,"nc","urban,formal",1,1,0,0,1,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,1,1
"9413","agree","agree","agree","agree",0,48,"not wrong at all","always wrong","black african",1,"sas09",1,7,2,5841.81766029477,"nc","urban,formal",1,1,1,0,0,0,"agree","agree","agree","agree",1,1,0
"9422","agree","agree","agree","strongly agree",0,54,"not wrong at all","always wrong","coloured",0,"sas09",1,5,3,9341.25706115272,"nc","urban,formal",1,1,0,0,1,0,"agree","agree","agree","strongly agree",1,1,0
"9432","disagree","disagree","strongly agree","do not know",1,27,"wrong only sometimes","always wrong","coloured",1,"sas09",0,1,1,3521.37198902287,"nc","urban,formal",1,1,0,0,1,0,"disagree","disagree","strongly agree","neither agree nor disagree",0,1,0
